"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_positive.totalpercentcorrect","trial.prime_negative.totalpercentcorrect"
"021719","15:37:51","206664142","test","2","prime_positive","1","10","29","1","244","100","0"
"021719","15:37:51","206664142","test","2","intention_check","2","10","29","1","1138","100","0"
"021719","15:37:51","206664142","test","2","prime_positive","3","6","5","1","298","100","0"
"021719","15:37:51","206664142","test","2","intention_check","4","6","5","1","704","100","0"
"021719","15:37:51","206664142","test","2","prime_positive","5","2","8","0","0","66","0"
"021719","09:49:36","886642803","test","2","prime_negative","1","7","56","1","5680","0","100"
"021719","09:49:36","886642803","test","2","intention_check","2","7","56","0","2500","0","100"
"021719","09:49:36","886642803","test","2","prime_negative","3","11","29","0","2334","0","50"
"021719","09:49:36","886642803","test","2","intention_check","4","11","29","1","688","0","50"
"021719","09:49:36","886642803","test","2","prime_negative","5","9","12","0","4368","0","33"
"021719","09:49:36","886642803","test","2","intention_check","6","9","12","1","690","0","33"
"021719","09:49:36","886642803","test","2","prime_negative","7","1","55","1","973","0","50"
"021719","09:49:36","886642803","test","2","intention_check","8","1","55","0","2500","0","50"
"021719","09:49:36","886642803","test","2","prime_positive","9","6","47","0","2179","0","50"
"021719","09:49:36","886642803","test","2","intention_check","10","6","47","0","2500","0","50"
"021719","09:49:36","886642803","test","2","prime_positive","11","11","27","1","6163","50","50"
"021719","09:49:36","886642803","test","2","intention_check","12","11","27","1","524","50","50"
"021719","09:49:36","886642803","test","2","prime_negative","13","8","35","0","1757","50","40"
"021719","09:49:36","886642803","test","2","intention_check","14","8","35","0","2500","50","40"
"021719","09:49:36","886642803","test","2","prime_negative","15","10","2","1","1409","50","50"
"021719","09:49:36","886642803","test","2","intention_check","16","10","2","0","2500","50","50"
"021719","09:49:36","886642803","test","2","prime_positive","17","10","10","1","604","66","50"
"021719","09:49:36","886642803","test","2","intention_check","18","10","10","0","2500","66","50"
"021719","09:49:36","886642803","test","2","prime_negative","19","3","32","0","4071","66","42"
"021719","09:49:36","886642803","test","2","intention_check","20","3","32","1","1352","66","42"
"021719","09:49:36","886642803","test","2","prime_negative","21","5","11","1","973","66","50"
"021719","09:49:36","886642803","test","2","intention_check","22","5","11","0","2500","66","50"
"021719","09:49:36","886642803","test","2","prime_positive","23","9","22","1","2450","75","50"
"021719","09:49:36","886642803","test","2","intention_check","24","9","22","1","459","75","50"
"021719","09:49:36","886642803","test","2","prime_positive","25","5","23","0","862","60","50"
"021719","09:49:36","886642803","test","2","intention_check","26","5","23","0","2500","60","50"
"021719","09:49:36","886642803","test","2","prime_negative","27","12","59","1","798","60","55"
"021719","09:49:36","886642803","test","2","intention_check","28","12","59","0","2500","60","55"
"021719","09:49:36","886642803","test","2","prime_positive","29","1","28","1","2720","66","55"
"021719","09:49:36","886642803","test","2","intention_check","30","1","28","1","448","66","55"
"021719","09:49:36","886642803","test","2","prime_positive","31","12","18","1","987","71","55"
"021719","09:49:36","886642803","test","2","intention_check","32","12","18","0","2500","71","55"
"021719","09:49:36","886642803","test","2","prime_negative","33","4","7","0","988","71","50"
"021719","09:49:36","886642803","test","2","intention_check","34","4","7","0","2500","71","50"
"021719","09:49:36","886642803","test","2","prime_negative","35","6","39","0","2336","71","45"
"021719","09:49:36","886642803","test","2","intention_check","36","6","39","1","1287","71","45"
"021719","09:49:36","886642803","test","2","prime_negative","37","2","4","0","1126","71","41"
"021719","09:49:36","886642803","test","2","intention_check","38","2","4","1","1494","71","41"
"021719","09:49:36","886642803","test","2","prime_positive","39","4","21","0","1319","62","41"
"021719","09:49:36","886642803","test","2","intention_check","40","4","21","0","2500","62","41"
"021719","09:49:36","886642803","test","2","prime_positive","41","8","40","1","2556","66","41"
"021719","09:49:36","886642803","test","2","intention_check","42","8","40","0","2500","66","41"
"021719","09:49:36","886642803","test","2","prime_negative","43","9","44","0","1893","66","38"
"021719","09:49:36","886642803","test","2","intention_check","44","9","44","0","2500","66","38"
"021719","09:49:36","886642803","test","2","prime_negative","45","8","24","1","1132","66","42"
"021719","09:49:36","886642803","test","2","intention_check","46","8","24","0","2500","66","42"
"021719","09:49:36","886642803","test","2","prime_negative","47","7","54","1","1411","66","46"
"021719","09:49:36","886642803","test","2","intention_check","48","7","54","0","2500","66","46"
"021719","09:49:36","886642803","test","2","prime_negative","49","12","33","0","700","66","43"
"021719","09:49:36","886642803","test","2","intention_check","50","12","33","0","2500","66","43"
"021719","09:49:36","886642803","test","2","prime_positive","51","3","13","1","765","70","43"
"021719","09:49:36","886642803","test","2","intention_check","52","3","13","0","2500","70","43"
"021719","09:49:36","886642803","test","2","prime_negative","53","1","25","0","1013","70","41"
"021719","09:49:36","886642803","test","2","intention_check","54","1","25","0","2500","70","41"
"021719","09:49:36","886642803","test","2","prime_positive","55","7","50","1","982","72","41"
"021719","09:49:36","886642803","test","2","intention_check","56","7","50","0","2500","72","41"
"021719","09:49:36","886642803","test","2","prime_positive","57","2","3","0","1258","66","41"
"021719","09:49:36","886642803","test","2","intention_check","58","2","3","0","2500","66","41"
"021719","09:49:36","886642803","test","2","prime_positive","59","3","53","1","483","69","41"
"021719","09:49:36","886642803","test","2","intention_check","60","3","53","0","2500","69","41"
"021719","09:49:36","886642803","test","2","prime_positive","61","12","6","0","781","64","41"
"021719","09:49:36","886642803","test","2","intention_check","62","12","6","0","2500","64","41"
"021719","09:49:36","886642803","test","2","prime_positive","63","7","45","0","894","60","41"
"021719","09:49:36","886642803","test","2","intention_check","64","7","45","0","2500","60","41"
"021719","09:49:36","886642803","test","2","prime_positive","65","5","14","1","655","62","41"
"021719","09:49:36","886642803","test","2","intention_check","66","5","14","0","2500","62","41"
"021719","09:49:36","886642803","test","2","prime_positive","67","6","58","1","813","64","41"
"021719","09:49:36","886642803","test","2","intention_check","68","6","58","0","2500","64","41"
"021719","09:49:36","886642803","test","2","prime_negative","69","6","41","0","526","64","38"
"021719","09:49:36","886642803","test","2","intention_check","70","6","41","0","2500","64","38"
"021719","09:49:36","886642803","test","2","prime_positive","71","8","26","0","1735","61","38"
"021719","09:49:36","886642803","test","2","intention_check","72","8","26","0","2500","61","38"
"021719","09:49:36","886642803","test","2","prime_positive","73","2","46","0","1584","57","38"
"021719","09:49:36","886642803","test","2","intention_check","74","2","46","0","2500","57","38"
"021719","09:49:36","886642803","test","2","prime_positive","75","11","15","1","602","60","38"
"021719","09:49:36","886642803","test","2","intention_check","76","11","15","0","2500","60","38"
"021719","09:49:36","886642803","test","2","prime_negative","77","10","30","0","494","60","36"
"021719","09:49:36","886642803","test","2","intention_check","78","10","30","0","2500","60","36"
"021719","09:49:36","886642803","test","2","prime_negative","79","2","52","1","676","60","40"
"021719","09:49:36","886642803","test","2","intention_check","80","2","52","0","2500","60","40"
"021719","09:49:36","886642803","test","2","prime_negative","81","5","9","0","1441","60","38"
"021719","09:49:36","886642803","test","2","intention_check","82","5","9","0","2500","60","38"
"021719","09:49:36","886642803","test","2","prime_negative","83","4","43","0","569","60","36"
"021719","09:49:36","886642803","test","2","intention_check","84","4","43","0","2500","60","36"
"021719","09:49:36","886642803","test","2","prime_positive","85","10","1","0","684","57","36"
"021719","09:49:36","886642803","test","2","intention_check","86","10","1","0","2500","57","36"
"021719","09:49:36","886642803","test","2","prime_negative","87","11","34","0","638","57","34"
"021719","09:49:36","886642803","test","2","intention_check","88","11","34","0","2500","57","34"
"021719","09:49:36","886642803","test","2","prime_positive","89","4","38","0","537","54","34"
"021719","09:49:36","886642803","test","2","intention_check","90","4","38","0","2500","54","34"
"021719","09:49:36","886642803","test","2","prime_negative","91","3","60","1","4056","54","37"
"021719","09:49:36","886642803","test","2","intention_check","92","3","60","1","461","54","37"
"021719","09:49:36","886642803","test","2","prime_positive","93","1","16","0","998","52","37"
"021719","09:49:36","886642803","test","2","intention_check","94","1","16","0","2500","52","37"
"021719","09:49:36","886642803","test","2","prime_positive","95","9","8","1","4405","54","37"
"021719","09:49:36","886642803","test","2","intention_check","96","9","8","1","253","54","37"
"021719","09:49:36","886642803","test","2","prime_positive","97","1","5","1","3670","56","37"
"021719","09:49:36","886642803","test","2","intention_check","98","1","5","1","502","56","37"
"021719","09:49:36","886642803","test","2","prime_positive","99","9","37","1","6258","57","37"
"021719","09:49:36","886642803","test","2","intention_check","100","9","37","0","2500","57","37"
"021719","09:49:36","886642803","test","2","prime_positive","101","6","42","0","553","55","37"
"021719","09:49:36","886642803","test","2","intention_check","102","6","42","0","2500","55","37"
"021719","09:49:36","886642803","test","2","prime_negative","103","6","31","1","1465","55","40"
"021719","09:49:36","886642803","test","2","intention_check","104","6","31","0","2500","55","40"
"021719","09:49:36","886642803","test","2","prime_negative","105","7","51","1","571","55","42"
"021719","09:49:36","886642803","test","2","intention_check","106","7","51","0","2500","55","42"
"021719","09:49:36","886642803","test","2","prime_positive","107","10","57","1","619","57","42"
"021719","09:49:36","886642803","test","2","intention_check","108","10","57","0","2500","57","42"
"021719","09:49:36","886642803","test","2","prime_negative","109","4","48","1","1367","57","44"
"021719","09:49:36","886642803","test","2","intention_check","110","4","48","0","2500","57","44"
"021719","09:49:36","886642803","test","2","prime_negative","111","5","17","1","773","57","46"
"021719","09:49:36","886642803","test","2","intention_check","112","5","17","0","2500","57","46"
"021719","09:49:36","886642803","test","2","prime_positive","113","7","36","1","971","58","46"
"021719","09:49:36","886642803","test","2","intention_check","114","7","36","0","2500","58","46"
"021719","09:49:36","886642803","test","2","prime_positive","115","8","20","1","603","60","46"
"021719","09:49:36","886642803","test","2","intention_check","116","8","20","0","2500","60","46"
"021719","09:49:36","886642803","test","2","prime_negative","117","12","19","0","1880","60","44"
"021719","09:49:36","886642803","test","2","intention_check","118","12","19","0","2500","60","44"
"021719","09:49:36","886642803","test","2","prime_negative","119","10","49","1","4626","60","46"
"021719","09:49:36","886642803","test","2","intention_check","120","10","49","0","2500","60","46"
"021719","14:59:13","766228610","test","2","prime_negative","1","2","49","1","1895","0","100"
"021719","14:59:13","766228610","test","2","intention_check","2","2","49","0","2500","0","100"
"021719","14:59:13","766228610","test","2","prime_negative","3","11","5","1","1656","0","100"
"021719","14:59:13","766228610","test","2","intention_check","4","11","5","0","2500","0","100"
"021719","14:59:13","766228610","test","2","prime_negative","5","9","44","0","2175","0","66"
"021719","14:59:13","766228610","test","2","intention_check","6","9","44","0","2500","0","66"
"021719","14:59:13","766228610","test","2","prime_positive","7","9","1","0","1570","0","66"
"021719","14:59:13","766228610","test","2","intention_check","8","9","1","0","2500","0","66"
"021719","14:59:13","766228610","test","2","prime_positive","9","4","22","0","4255","0","66"
"021719","14:59:13","766228610","test","2","intention_check","10","4","22","0","2500","0","66"
"021719","14:59:13","766228610","test","2","prime_negative","11","6","58","1","2434","0","75"
"021719","14:59:13","766228610","test","2","intention_check","12","6","58","0","2500","0","75"
"021719","14:59:13","766228610","test","2","prime_negative","13","1","31","0","1938","0","60"
"021719","14:59:13","766228610","test","2","intention_check","14","1","31","1","677","0","60"
"021719","14:59:13","766228610","test","2","prime_positive","15","12","28","1","1600","33","60"
"021719","14:59:13","766228610","test","2","intention_check","16","12","28","1","601","33","60"
"021719","14:59:13","766228610","test","2","prime_positive","17","10","52","0","860","25","60"
"021719","14:59:13","766228610","test","2","intention_check","18","10","52","0","2500","25","60"
"021719","14:59:13","766228610","test","2","prime_negative","19","5","48","0","1357","25","50"
"021719","14:59:13","766228610","test","2","intention_check","20","5","48","0","2500","25","50"
"021719","14:59:13","766228610","test","2","prime_negative","21","4","25","1","1570","25","57"
"021719","14:59:13","766228610","test","2","intention_check","22","4","25","0","2500","25","57"
"021719","14:59:13","766228610","test","2","prime_negative","23","8","29","0","1901","25","50"
"021719","14:59:13","766228610","test","2","intention_check","24","8","29","0","2500","25","50"
"021719","14:59:13","766228610","test","2","prime_negative","25","12","55","0","929","25","44"
"021719","14:59:13","766228610","test","2","intention_check","26","12","55","0","2500","25","44"
"021719","14:59:13","766228610","test","2","prime_negative","27","3","21","1","958","25","50"
"021719","14:59:13","766228610","test","2","intention_check","28","3","21","0","2500","25","50"
"021719","14:59:13","766228610","test","2","prime_positive","29","7","24","0","1475","20","50"
"021719","14:59:13","766228610","test","2","intention_check","30","7","24","0","2500","20","50"
"021719","14:59:13","766228610","test","2","prime_negative","31","7","51","1","1597","20","54"
"021719","14:59:13","766228610","test","2","intention_check","32","7","51","0","2500","20","54"
"021719","14:59:13","766228610","test","2","prime_positive","33","5","4","1","686","33","54"
"021719","14:59:13","766228610","test","2","intention_check","34","5","4","0","2500","33","54"
"021719","14:59:13","766228610","test","2","prime_positive","35","8","10","1","778","42","54"
"021719","14:59:13","766228610","test","2","intention_check","36","8","10","0","2500","42","54"
"021719","14:59:13","766228610","test","2","prime_positive","37","6","54","0","1214","37","54"
"021719","14:59:13","766228610","test","2","intention_check","38","6","54","0","2500","37","54"
"021719","14:59:13","766228610","test","2","prime_negative","39","10","41","0","894","37","50"
"021719","14:59:13","766228610","test","2","intention_check","40","10","41","0","2500","37","50"
"021719","14:59:13","766228610","test","2","prime_negative","41","6","13","0","605","37","46"
"021719","14:59:13","766228610","test","2","intention_check","42","6","13","0","2500","37","46"
"021719","14:59:13","766228610","test","2","prime_positive","43","11","15","0","832","33","46"
"021719","14:59:13","766228610","test","2","intention_check","44","11","15","0","2500","33","46"
"021719","14:59:13","766228610","test","2","prime_positive","45","2","35","1","671","40","46"
"021719","14:59:13","766228610","test","2","intention_check","46","2","35","0","2500","40","46"
"021719","14:59:13","766228610","test","2","prime_positive","47","1","39","1","482","45","46"
"021719","14:59:13","766228610","test","2","intention_check","48","1","39","0","2500","45","46"
"021719","14:59:13","766228610","test","2","prime_positive","49","3","45","0","1198","41","46"
"021719","14:59:13","766228610","test","2","intention_check","50","3","45","0","2500","41","46"
"021719","14:59:13","766228610","test","2","prime_positive","51","1","23","1","1564","46","46"
"021719","14:59:13","766228610","test","2","intention_check","52","1","23","0","2500","46","46"
"021719","14:59:13","766228610","test","2","prime_positive","53","7","36","0","775","42","46"
